depth_m,AC,DC
7.765,2.38E-08,1.01E-05
7.775,2.35E-08,9.94E-06
7.785,2.30E-08,9.99E-06
7.795,2.23E-08,9.90E-06
7.805,2.15E-08,9.66E-06
7.815,2.08E-08,9.34E-06
7.825,2.04E-08,8.90E-06
7.835,2.00E-08,9.01E-06
7.845,1.98E-08,8.98E-06
7.855,1.95E-08,9.21E-06
7.865,1.92E-08,9.23E-06
7.875,1.92E-08,9.18E-06
7.885,1.90E-08,8.92E-06
7.895,1.82E-08,8.26E-06
7.905,1.78E-08,7.87E-06
7.915,1.74E-08,7.79E-06
7.925,1.67E-08,7.46E-06
7.935,1.58E-08,7.08E-06
7.945,1.44E-08,6.44E-06
7.955,1.32E-08,5.99E-06
7.965,1.22E-08,5.34E-06
7.975,1.17E-08,4.90E-06
7.985,1.14E-08,4.72E-06
7.995,1.13E-08,4.66E-06
8.005,1.12E-08,4.63E-06
8.015,1.12E-08,4.58E-06
8.025,1.13E-08,4.76E-06
8.035,1.15E-08,4.91E-06
8.045,1.14E-08,4.85E-06
8.055,1.14E-08,4.77E-06
8.065,1.14E-08,4.64E-06
8.075,1.10E-08,4.37E-06
8.085,1.09E-08,4.13E-06
8.095,1.08E-08,4.07E-06
8.105,1.08E-08,4.11E-06
8.115,1.09E-08,4.30E-06
8.125,1.13E-08,4.59E-06
8.135,1.15E-08,4.87E-06
8.145,1.19E-08,5.24E-06
8.155,1.24E-08,5.55E-06
8.165,1.24E-08,5.42E-06
8.175,1.22E-08,5.18E-06
8.185,1.22E-08,5.09E-06
8.195,1.21E-08,5.03E-06
8.205,1.21E-08,5.03E-06
8.215,1.22E-08,5.05E-06
8.225,1.24E-08,5.14E-06
8.235,1.24E-08,5.14E-06
8.245,1.27E-08,5.19E-06
8.255,1.29E-08,5.07E-06
8.265,1.33E-08,5.07E-06
8.275,1.40E-08,5.07E-06
8.285,1.46E-08,5.22E-06
8.295,,
8.305,,
8.315,,
8.325,,
8.335,,
8.345,,
8.355,,
8.365,,
8.375,,
8.385,1.13E-08,1.82E-06
8.395,1.14E-08,2.13E-06
8.405,1.20E-08,3.26E-06
8.415,1.20E-08,3.82E-06
8.425,1.20E-08,4.11E-06
8.435,1.20E-08,4.31E-06
8.445,1.17E-08,4.40E-06
8.455,1.14E-08,4.11E-06
8.465,1.12E-08,3.96E-06
8.475,1.10E-08,3.95E-06
8.485,1.11E-08,4.14E-06
8.495,1.10E-08,4.15E-06
8.505,1.09E-08,4.00E-06
8.515,1.07E-08,3.88E-06
8.525,1.07E-08,4.01E-06
8.535,1.06E-08,4.17E-06
8.545,1.06E-08,4.20E-06
8.555,1.07E-08,4.26E-06
8.565,1.07E-08,4.36E-06
8.575,1.08E-08,4.35E-06
8.585,1.09E-08,4.30E-06
8.595,1.08E-08,4.21E-06
8.605,1.07E-08,4.17E-06
8.615,1.08E-08,4.20E-06
8.625,1.08E-08,4.26E-06
8.635,1.10E-08,4.40E-06
8.645,1.11E-08,4.61E-06
8.655,1.12E-08,4.72E-06
8.665,1.16E-08,4.92E-06
8.675,1.17E-08,5.13E-06
8.685,1.18E-08,5.21E-06
8.695,1.18E-08,5.21E-06
8.705,1.18E-08,5.19E-06
8.715,1.17E-08,5.13E-06
8.725,1.16E-08,5.02E-06
8.735,1.15E-08,4.88E-06
8.745,1.14E-08,4.72E-06
8.755,1.15E-08,4.74E-06
8.765,1.15E-08,4.77E-06
8.775,1.15E-08,4.81E-06
8.785,1.18E-08,4.88E-06
8.795,1.18E-08,4.99E-06
8.805,1.18E-08,4.96E-06
8.815,1.18E-08,4.90E-06
8.825,1.18E-08,4.91E-06
8.835,1.20E-08,4.91E-06
8.845,1.22E-08,5.02E-06
8.855,1.22E-08,5.08E-06
8.865,1.22E-08,5.30E-06
8.875,1.20E-08,5.37E-06
8.885,1.18E-08,5.31E-06
8.895,1.16E-08,5.20E-06
8.905,1.18E-08,5.29E-06
8.915,1.24E-08,5.65E-06
8.925,1.36E-08,6.33E-06
8.935,1.54E-08,7.13E-06
8.945,1.71E-08,8.02E-06
8.955,1.82E-08,8.64E-06
8.965,1.85E-08,8.82E-06
8.975,1.84E-08,8.66E-06
8.985,1.82E-08,8.64E-06
8.995,1.79E-08,8.44E-06
9.005,1.76E-08,8.22E-06
9.015,1.73E-08,8.16E-06
9.025,1.70E-08,8.13E-06
9.035,1.68E-08,7.99E-06
9.045,1.68E-08,7.91E-06
9.055,1.66E-08,7.94E-06
9.065,1.64E-08,7.95E-06
9.075,1.63E-08,7.92E-06
9.085,1.62E-08,7.89E-06
9.095,1.66E-08,8.01E-06
9.105,1.69E-08,8.23E-06
9.115,1.70E-08,8.32E-06
9.125,1.71E-08,8.33E-06
9.135,1.70E-08,8.31E-06
9.145,1.69E-08,8.30E-06
9.155,1.70E-08,8.36E-06
9.165,1.71E-08,8.37E-06
9.175,1.72E-08,8.20E-06
9.185,1.71E-08,8.19E-06
9.195,1.71E-08,8.07E-06
9.205,1.72E-08,7.93E-06
9.215,1.75E-08,8.06E-06
9.225,1.82E-08,8.40E-06
9.235,1.84E-08,8.24E-06
9.245,1.86E-08,8.21E-06
9.255,,
9.265,,
9.275,,
9.285,,
9.295,,
9.305,,
9.315,,
9.325,,
9.335,,
9.345,,
9.355,,
9.365,1.90E-08,7.90E-06
9.375,1.61E-08,6.87E-06
9.385,1.50E-08,6.44E-06
9.395,1.48E-08,6.41E-06
9.405,1.51E-08,6.72E-06
9.415,1.56E-08,7.14E-06
9.425,1.59E-08,7.45E-06
9.435,1.63E-08,7.65E-06
9.445,1.67E-08,7.94E-06
9.455,1.71E-08,8.17E-06
9.465,1.74E-08,8.36E-06
9.475,1.79E-08,8.55E-06
9.485,1.81E-08,8.77E-06
9.495,1.83E-08,8.95E-06
9.505,1.86E-08,9.01E-06
9.515,1.86E-08,9.08E-06
9.525,1.84E-08,8.98E-06
9.535,1.83E-08,9.06E-06
9.545,1.84E-08,9.03E-06
9.555,1.87E-08,9.03E-06
9.565,1.87E-08,9.09E-06
9.575,1.88E-08,9.14E-06
9.585,1.90E-08,9.13E-06
9.595,1.91E-08,9.26E-06
9.605,1.89E-08,9.23E-06
9.615,1.89E-08,9.17E-06
9.625,1.91E-08,9.25E-06
9.635,1.91E-08,9.22E-06
9.645,1.91E-08,9.25E-06
9.655,1.93E-08,9.42E-06
9.665,1.92E-08,9.35E-06
9.675,1.92E-08,9.40E-06
9.685,1.91E-08,9.47E-06
9.695,1.89E-08,9.37E-06
9.705,1.88E-08,9.29E-06
9.715,1.90E-08,9.30E-06
9.725,1.91E-08,9.28E-06
9.735,1.90E-08,9.16E-06
9.745,1.88E-08,9.06E-06
9.755,1.87E-08,9.08E-06
9.765,1.86E-08,9.07E-06
9.775,1.85E-08,9.04E-06
9.785,1.84E-08,9.08E-06
9.795,1.82E-08,9.03E-06
9.805,1.81E-08,8.90E-06
9.815,1.81E-08,8.82E-06
9.825,1.80E-08,8.66E-06
9.835,1.80E-08,8.66E-06
9.845,1.81E-08,8.78E-06
9.855,1.80E-08,8.61E-06
9.865,1.78E-08,8.51E-06
9.875,1.73E-08,8.27E-06
9.885,1.70E-08,8.01E-06
9.895,1.64E-08,7.63E-06
9.905,1.56E-08,7.21E-06
9.915,1.52E-08,6.86E-06
9.925,1.48E-08,6.56E-06
9.935,1.43E-08,6.25E-06
9.945,1.35E-08,5.84E-06
9.955,1.29E-08,5.46E-06
9.965,1.26E-08,5.23E-06
9.975,1.25E-08,5.16E-06
9.985,1.24E-08,5.19E-06
9.995,1.25E-08,5.34E-06
10.005,1.34E-08,5.81E-06
10.015,1.50E-08,6.64E-06
10.025,1.74E-08,7.68E-06
10.035,2.00E-08,8.69E-06
10.045,2.20E-08,9.27E-06
10.055,2.32E-08,9.61E-06
10.065,2.35E-08,9.63E-06
10.075,2.30E-08,9.63E-06
10.085,2.15E-08,9.48E-06
10.095,2.01E-08,9.09E-06
10.105,1.92E-08,8.67E-06
10.115,1.90E-08,8.50E-06
10.125,1.89E-08,
10.135,,
10.145,,
10.155,,
10.165,,
10.175,,
10.185,,
10.195,2.39E-08,8.89E-06
10.205,2.28E-08,8.76E-06
10.215,2.27E-08,8.74E-06
10.225,2.22E-08,8.64E-06
10.235,2.13E-08,8.63E-06
10.245,2.06E-08,8.53E-06
10.255,2.07E-08,8.35E-06
10.265,2.08E-08,8.29E-06
10.275,2.09E-08,8.55E-06
10.285,2.12E-08,8.60E-06
10.295,2.11E-08,8.70E-06
10.305,2.07E-08,8.88E-06
10.315,2.09E-08,8.96E-06
10.325,2.05E-08,8.94E-06
10.335,2.09E-08,9.06E-06
10.345,2.10E-08,9.46E-06
10.355,2.12E-08,9.63E-06
10.365,2.12E-08,9.77E-06
10.375,2.13E-08,9.75E-06
10.385,2.10E-08,9.69E-06
10.395,2.16E-08,9.68E-06
10.405,2.16E-08,9.77E-06
10.415,2.15E-08,9.86E-06
10.425,2.17E-08,9.82E-06
10.435,2.19E-08,9.87E-06
10.445,2.19E-08,9.69E-06
10.455,2.17E-08,9.79E-06
10.465,2.17E-08,9.65E-06
10.475,2.15E-08,9.41E-06
10.485,2.13E-08,9.36E-06
10.495,2.14E-08,9.50E-06
10.505,2.18E-08,9.53E-06
10.515,2.18E-08,9.59E-06
10.525,2.18E-08,9.60E-06
10.535,2.17E-08,9.58E-06
10.545,2.17E-08,9.45E-06
10.555,2.20E-08,9.39E-06
10.565,2.21E-08,9.41E-06
10.575,2.21E-08,9.49E-06
10.585,2.25E-08,9.54E-06
10.595,2.24E-08,9.45E-06
10.605,2.22E-08,9.29E-06
10.615,2.14E-08,9.07E-06
10.625,2.02E-08,8.71E-06
10.635,1.85E-08,8.24E-06
10.645,1.71E-08,7.90E-06
10.655,1.71E-08,8.01E-06
10.665,1.85E-08,8.37E-06
10.675,1.99E-08,9.03E-06
10.685,2.08E-08,9.34E-06
10.695,2.16E-08,9.60E-06
10.705,2.23E-08,9.96E-06
10.715,2.26E-08,1.01E-05
10.725,2.27E-08,1.02E-05
10.735,2.29E-08,1.02E-05
10.745,2.29E-08,1.02E-05
10.755,2.27E-08,1.03E-05
10.765,2.28E-08,1.02E-05
10.775,2.29E-08,1.01E-05
10.785,2.28E-08,1.02E-05
10.795,2.25E-08,1.03E-05
10.805,2.20E-08,1.02E-05
10.815,2.14E-08,1.02E-05
10.825,2.11E-08,1.01E-05
10.835,2.11E-08,1.01E-05
10.845,2.11E-08,1.02E-05
10.855,2.13E-08,1.02E-05
10.865,2.19E-08,1.01E-05
10.875,2.24E-08,1.02E-05
10.885,2.27E-08,1.04E-05
10.895,2.28E-08,1.04E-05
10.905,2.30E-08,1.04E-05
10.915,2.30E-08,1.04E-05
10.925,2.31E-08,1.01E-05
10.935,2.30E-08,1.01E-05
10.945,2.29E-08,1.01E-05
10.955,2.30E-08,1.00E-05
10.965,2.29E-08,9.98E-06
10.975,2.28E-08,9.83E-06
10.985,2.28E-08,9.64E-06
10.995,2.26E-08,9.54E-06
11.005,2.27E-08,9.53E-06
11.015,2.32E-08,9.34E-06
11.025,2.38E-08,9.31E-06
11.035,2.45E-08,9.14E-06
11.045,2.47E-08,9.01E-06
11.055,2.45E-08,9.07E-06
11.065,2.45E-08,9.17E-06
11.075,,
11.085,,
11.095,,
11.105,,
11.115,,
11.125,2.09E-08,6.09E-06
11.135,1.99E-08,6.25E-06
11.145,1.91E-08,6.52E-06
11.155,1.92E-08,7.39E-06
11.165,1.93E-08,8.01E-06
11.175,2.00E-08,8.30E-06
11.185,2.07E-08,8.71E-06
11.195,2.12E-08,9.01E-06
11.205,2.19E-08,9.31E-06
11.215,2.25E-08,9.28E-06
11.225,2.29E-08,9.47E-06
11.235,2.33E-08,9.66E-06
11.245,2.34E-08,9.53E-06
11.255,2.34E-08,9.41E-06
11.265,2.33E-08,9.32E-06
11.275,2.30E-08,9.31E-06
11.285,2.26E-08,9.43E-06
11.295,2.20E-08,9.16E-06
11.305,2.08E-08,8.87E-06
11.315,1.95E-08,8.32E-06
11.325,1.78E-08,7.84E-06
11.335,1.72E-08,7.70E-06
11.345,1.74E-08,7.73E-06
11.355,1.77E-08,7.93E-06
11.365,1.74E-08,7.92E-06
11.375,1.73E-08,7.72E-06
11.385,1.72E-08,7.52E-06
11.395,1.72E-08,7.66E-06
11.405,1.68E-08,7.51E-06
11.415,1.64E-08,7.29E-06
11.425,1.59E-08,7.06E-06
11.435,1.52E-08,6.73E-06
11.445,1.46E-08,6.47E-06
11.455,1.43E-08,6.14E-06
11.465,1.44E-08,6.03E-06
11.475,1.45E-08,6.08E-06
11.485,1.45E-08,6.17E-06
11.495,1.43E-08,5.91E-06
11.505,1.41E-08,5.68E-06
11.515,1.39E-08,5.60E-06
11.525,1.40E-08,5.72E-06
11.535,1.42E-08,5.87E-06
11.545,1.48E-08,6.29E-06
11.555,1.55E-08,6.83E-06
11.565,1.59E-08,7.00E-06
11.575,1.68E-08,7.26E-06
11.585,1.74E-08,7.63E-06
11.595,1.76E-08,7.68E-06
11.605,1.73E-08,7.54E-06
11.615,1.72E-08,7.34E-06
11.625,1.73E-08,7.37E-06
11.635,1.74E-08,7.26E-06
11.645,1.74E-08,7.39E-06
11.655,1.74E-08,7.22E-06
11.665,1.73E-08,7.17E-06
11.675,1.71E-08,7.17E-06
11.685,1.71E-08,7.18E-06
11.695,1.72E-08,7.26E-06
11.705,1.73E-08,7.21E-06
11.715,1.73E-08,7.10E-06
11.725,1.75E-08,7.12E-06
11.735,1.77E-08,7.29E-06
11.745,1.78E-08,7.42E-06
11.755,1.75E-08,7.20E-06
11.765,1.74E-08,7.18E-06
11.775,1.74E-08,7.15E-06
11.785,1.73E-08,7.05E-06
11.795,1.71E-08,6.98E-06
11.805,1.70E-08,7.05E-06
11.815,1.69E-08,7.09E-06
11.825,1.69E-08,7.10E-06
11.835,1.69E-08,7.05E-06
11.845,1.70E-08,7.18E-06
11.855,1.70E-08,7.15E-06
11.865,1.70E-08,7.22E-06
11.875,1.68E-08,7.11E-06
11.885,1.69E-08,6.99E-06
11.895,1.71E-08,6.90E-06
11.905,1.70E-08,6.91E-06
11.915,1.63E-08,6.70E-06
11.925,1.57E-08,6.49E-06
11.935,1.54E-08,6.32E-06
11.945,1.52E-08,6.07E-06
11.955,1.47E-08,5.71E-06
11.965,1.43E-08,5.51E-06
11.975,1.41E-08,5.19E-06
11.985,1.35E-08,4.80E-06
11.995,1.28E-08,4.41E-06
12.005,1.27E-08,4.20E-06
12.015,,
12.025,,
12.035,,
12.045,,
12.055,,
12.065,,
12.075,,
12.085,,
12.095,,
12.105,,
12.115,,
12.125,,
12.135,,
12.145,,
12.155,,
12.165,,
12.175,,
12.185,,
12.195,,
12.205,,
12.215,,
12.225,,
12.235,,
12.245,,
12.255,,
12.265,1.14E-08,
12.275,1.12E-08,4.66E-06
12.285,1.14E-08,3.93E-06
12.295,1.14E-08,3.92E-06
12.305,1.14E-08,4.02E-06
12.315,1.15E-08,4.04E-06
12.325,1.13E-08,3.91E-06
12.335,1.10E-08,3.74E-06
12.345,1.10E-08,3.75E-06
12.355,1.10E-08,3.71E-06
12.365,1.10E-08,3.67E-06
12.375,1.09E-08,3.53E-06
12.385,1.08E-08,3.32E-06
12.395,1.09E-08,3.23E-06
12.405,1.09E-08,3.14E-06
12.415,1.10E-08,3.11E-06
12.425,1.09E-08,3.06E-06
12.435,1.08E-08,2.98E-06
12.445,1.07E-08,2.77E-06
12.455,1.07E-08,2.68E-06
12.465,1.07E-08,2.69E-06
12.475,1.06E-08,2.65E-06
12.485,1.06E-08,2.68E-06
12.495,1.05E-08,2.67E-06
12.505,1.06E-08,2.61E-06
12.515,1.06E-08,2.53E-06
12.525,1.05E-08,2.49E-06
12.535,1.05E-08,2.47E-06
12.545,1.06E-08,2.49E-06
12.555,1.06E-08,2.59E-06
12.565,1.05E-08,2.71E-06
12.575,1.05E-08,2.78E-06
12.585,1.07E-08,2.88E-06
12.595,1.10E-08,3.35E-06
12.605,1.15E-08,4.14E-06
12.615,1.18E-08,4.44E-06
12.625,1.19E-08,4.52E-06
12.635,1.20E-08,4.68E-06
12.645,1.18E-08,4.65E-06
12.655,1.15E-08,4.38E-06
12.665,1.15E-08,4.35E-06
12.675,1.15E-08,4.22E-06
12.685,1.16E-08,4.06E-06
12.695,1.19E-08,4.38E-06
12.705,1.19E-08,4.46E-06
12.715,1.19E-08,4.31E-06
12.725,1.20E-08,4.29E-06
12.735,1.20E-08,4.33E-06
12.745,1.21E-08,4.35E-06
12.755,1.21E-08,4.45E-06
12.765,1.21E-08,4.51E-06
12.775,1.21E-08,4.64E-06
12.785,1.21E-08,4.83E-06
12.795,1.20E-08,4.79E-06
12.805,1.21E-08,4.72E-06
12.815,1.21E-08,4.87E-06
12.825,1.19E-08,4.78E-06
12.835,1.17E-08,4.55E-06
12.845,1.19E-08,4.70E-06
12.855,1.17E-08,4.53E-06
12.865,1.17E-08,4.64E-06
12.875,1.21E-08,4.91E-06
12.885,1.21E-08,4.95E-06
12.895,1.18E-08,4.58E-06
12.905,1.16E-08,4.24E-06
12.915,1.15E-08,4.06E-06
12.925,1.15E-08,3.98E-06
12.935,1.17E-08,4.08E-06
12.945,1.19E-08,4.26E-06
12.955,1.21E-08,4.33E-06
12.965,1.23E-08,4.43E-06
12.975,1.26E-08,4.70E-06
12.985,1.27E-08,4.78E-06
12.995,1.27E-08,4.81E-06
13.005,1.27E-08,4.66E-06
13.015,1.24E-08,4.49E-06
13.025,1.24E-08,4.35E-06
13.035,1.26E-08,4.31E-06
13.045,1.28E-08,4.20E-06
13.055,1.26E-08,4.42E-06
13.065,,
13.075,,
13.085,,
13.095,,
13.105,,
13.115,,
13.125,,
13.135,,
13.145,,
13.155,1.47E-08,6.14E-06
13.165,1.47E-08,6.41E-06
13.175,1.46E-08,6.46E-06
13.185,1.46E-08,6.36E-06
13.195,1.46E-08,6.43E-06
13.205,1.47E-08,6.61E-06
13.215,1.49E-08,6.70E-06
13.225,1.48E-08,6.60E-06
13.235,1.47E-08,6.50E-06
13.245,1.46E-08,6.60E-06
13.255,1.48E-08,6.70E-06
13.265,1.50E-08,6.81E-06
13.275,1.51E-08,6.88E-06
13.285,1.53E-08,6.95E-06
13.295,1.55E-08,7.10E-06
13.305,1.58E-08,7.20E-06
13.315,1.59E-08,7.31E-06
13.325,1.60E-08,7.30E-06
13.335,1.60E-08,7.39E-06
13.345,1.61E-08,7.44E-06
13.355,1.62E-08,7.48E-06
13.365,1.65E-08,7.56E-06
13.375,1.67E-08,7.61E-06
13.385,1.66E-08,7.56E-06
13.395,1.64E-08,7.44E-06
13.405,1.63E-08,7.29E-06
13.415,1.62E-08,7.29E-06
13.425,1.61E-08,7.15E-06
13.435,1.60E-08,7.18E-06
13.445,1.61E-08,7.29E-06
13.455,1.62E-08,7.30E-06
13.465,1.63E-08,7.31E-06
13.475,1.65E-08,7.44E-06
13.485,1.63E-08,7.23E-06
13.495,1.57E-08,6.97E-06
13.505,1.55E-08,6.83E-06
13.515,1.54E-08,6.80E-06
13.525,1.52E-08,6.74E-06
13.535,1.50E-08,6.68E-06
13.545,1.46E-08,6.64E-06
13.555,1.47E-08,6.68E-06
13.565,1.46E-08,6.63E-06
13.575,1.45E-08,6.61E-06
13.585,1.44E-08,6.66E-06
13.595,1.45E-08,6.63E-06
13.605,1.45E-08,6.63E-06
13.615,1.45E-08,6.61E-06
13.625,1.45E-08,6.62E-06
13.635,1.44E-08,6.61E-06
13.645,1.44E-08,6.62E-06
13.655,1.45E-08,6.57E-06
13.665,1.46E-08,6.47E-06
13.675,1.46E-08,6.36E-06
13.685,1.47E-08,6.38E-06
13.695,1.47E-08,6.37E-06
13.705,1.49E-08,6.46E-06
13.715,1.49E-08,6.37E-06
13.725,1.47E-08,6.29E-06
13.735,1.45E-08,6.20E-06
13.745,1.45E-08,6.25E-06
13.755,1.47E-08,6.28E-06
13.765,1.47E-08,6.26E-06
13.775,1.47E-08,6.28E-06
13.785,1.47E-08,6.30E-06
13.795,1.49E-08,6.23E-06
13.805,1.50E-08,6.11E-06
13.815,1.49E-08,5.98E-06
13.825,1.49E-08,5.75E-06
13.835,1.49E-08,5.84E-06
13.845,1.51E-08,5.85E-06
13.855,1.54E-08,5.92E-06
13.865,1.57E-08,5.93E-06
13.875,1.62E-08,6.03E-06
13.885,1.71E-08,6.19E-06
13.895,1.78E-08,6.33E-06
13.905,1.88E-08,6.43E-06
13.915,2.03E-08,6.46E-06
13.925,,
13.935,,
13.945,,
13.955,,
13.965,,
13.975,,
13.985,,
13.995,,
14.005,,
14.015,,
14.025,,
14.035,,
14.045,,
14.055,,
14.065,,
14.075,,
14.085,,
14.095,,
14.105,,
14.115,,
14.125,,
14.135,,
14.145,,
14.155,,
14.165,,
14.175,,
14.185,,
14.195,,
14.205,,
14.215,,
14.225,,
14.235,,
14.245,,
14.255,,
14.265,,
14.275,,
14.285,,
14.295,,
14.305,,
14.315,,
14.325,,
14.335,,
14.345,,
14.355,,
14.365,,
14.375,,
14.385,,
14.395,,
14.405,,
14.415,,
14.425,,
14.435,,
14.445,,
14.455,,
14.465,,
14.475,,
14.485,,
14.495,,
14.505,,
14.515,,
14.525,,
14.535,,
14.545,,
14.555,,
14.565,,
14.575,,
14.585,,
14.595,,
14.605,,
14.615,,
14.625,,
14.635,,
14.645,,
14.655,,
14.665,,
14.675,,
14.685,,
14.695,,
14.705,,
14.715,,
14.725,,
14.735,,
14.745,,
14.755,,
14.765,,
14.775,,
14.785,,
14.795,,
14.805,,
14.815,,
14.825,,
14.835,,
14.845,,
14.855,,
14.865,,
14.875,,
14.885,,
14.895,,
14.905,,
14.915,,
14.925,,
14.935,,
14.945,1.79E-08,6.49E-06
14.955,1.75E-08,6.46E-06
14.965,1.72E-08,6.50E-06
14.975,1.68E-08,6.41E-06
14.985,1.65E-08,6.38E-06
14.995,1.65E-08,6.58E-06
15.005,1.66E-08,6.50E-06
15.015,1.66E-08,6.45E-06
15.025,1.65E-08,6.51E-06
15.035,1.65E-08,6.58E-06
15.045,1.64E-08,6.52E-06
15.055,1.62E-08,6.56E-06
15.065,1.61E-08,6.49E-06
15.075,1.60E-08,6.47E-06
15.085,1.58E-08,6.40E-06
15.095,1.53E-08,6.25E-06
15.105,1.49E-08,6.12E-06
15.115,1.48E-08,6.11E-06
15.125,1.46E-08,5.98E-06
15.135,1.41E-08,5.93E-06
15.145,1.37E-08,5.76E-06
15.155,1.36E-08,5.84E-06
15.165,1.37E-08,5.94E-06
15.175,1.38E-08,5.93E-06
15.185,1.38E-08,5.79E-06
15.195,1.35E-08,5.61E-06
15.205,1.34E-08,5.54E-06
15.215,1.36E-08,5.60E-06
15.225,1.37E-08,5.63E-06
15.235,1.35E-08,5.59E-06
15.245,1.33E-08,5.54E-06
15.255,1.30E-08,5.51E-06
15.265,1.29E-08,5.24E-06
15.275,1.29E-08,5.05E-06
15.285,1.27E-08,5.00E-06
15.295,1.23E-08,4.92E-06
15.305,1.19E-08,4.74E-06
15.315,1.14E-08,4.47E-06
15.325,1.09E-08,4.19E-06
15.335,1.02E-08,3.89E-06
15.345,9.14E-09,3.34E-06
15.355,7.92E-09,2.57E-06
15.365,6.92E-09,1.66E-06
15.375,6.74E-09,9.37E-07
15.385,6.72E-09,6.94E-07
15.395,6.49E-09,8.10E-07
15.405,6.67E-09,1.34E-06
15.415,7.06E-09,1.81E-06
15.425,7.27E-09,2.27E-06
15.435,7.10E-09,2.26E-06
15.445,7.12E-09,2.24E-06
15.455,7.35E-09,2.32E-06
15.465,7.36E-09,2.33E-06
15.475,7.03E-09,1.95E-06
15.485,6.75E-09,1.55E-06
15.495,6.57E-09,1.21E-06
15.505,6.39E-09,9.11E-07
15.515,6.40E-09,1.05E-06
15.525,6.44E-09,1.07E-06
15.535,6.73E-09,9.12E-07
15.545,6.97E-09,1.03E-06
15.555,6.94E-09,1.69E-06
15.565,6.42E-09,1.73E-06
15.575,6.83E-09,1.03E-06
